"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051403","GO:0051403","stress-activated MAPK cascade","19/732","243/28564",1.85090144868412e-05,0.000772922734589385,0.00062508513837139,"332579/20319/140577/24047/22026/14235/12391/14219/11606/52033/12955/12928/26406/17951/15357/83433/54612/14869/225884",19
"GO:0002687","GO:0002687","positive regulation of leukocyte migration","15/732","164/28564",2.26835827248691e-05,0.000938559248524401,0.000759040213825895,"16177/17242/17395/76763/24047/12267/71660/68992/17311/17387/380705/20304/193385/18654/83433",15
"GO:0001666","GO:0001666","response to hypoxia","18/732","227/28564",2.5289302499705e-05,0.00103686140248791,0.000838540030253378,"13838/11656/13806/21335/231207/17390/78688/18792/12955/11920/11670/18654/19013/83433/68655/12411/12954/433182",18
"GO:0014819","GO:0014819","regulation of skeletal muscle contraction","5/732","15/28564",2.64457215546083e-05,0.00106491253760075,0.000861225800627048,"12372/12391/140781/16518/11474",5
"GO:1901978","GO:1901978","positive regulation of cell cycle checkpoint","5/732","15/28564",2.64457215546083e-05,0.00106491253760075,0.000861225800627048,"52276/11799/20877/67052/16319",5
"GO:0043409","GO:0043409","negative regulation of MAPK cascade","16/732","187/28564",2.79999662857096e-05,0.00111752077830576,0.000903771617885272,"13838/19264/67071/20319/100952/14235/12391/11606/319520/52033/75607/15357/83433/54612/14869/225884",16
"GO:0003073","GO:0003073","regulation of systemic arterial blood pressure","13/732","129/28564",2.84951821154576e-05,0.00112730939772556,0.000911687959649684,"50706/71660/13648/16619/16616/16617/18050/18048/16622/16612/11606/17227/223780",13
"GO:1901215","GO:1901215","negative regulation of neuron death","20/732","273/28564",2.88485991829563e-05,0.00113136680274029,0.000914969301317561,"17242/16819/11538/11977/11798/18008/109648/16202/234734/17748/11606/20317/11799/18053/20304/19013/66270/17470/18546/18607",20
"GO:1905521","GO:1905521","regulation of macrophage migration","8/732","49/28564",3.19006281519245e-05,0.00124027442211362,0.00100304606666441,"17242/100952/12267/71660/17387/20304/17470/83433",8
"GO:0052547","GO:0052547","regulation of peptidase activity","28/732","466/28564",3.24962304363933e-05,0.00125263247237721,0.00101304038202522,"13838/11905/17395/12258/332579/227753/11798/19703/20319/22035/55948/326623/14433/52377/66340/14219/78688/12955/12424/20317/11799/18053/17951/432763/16644/74116/12954/30948",28
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","14/732","150/28564",3.36942460649051e-05,0.001287805506379,0.00104148583956196,"108000/12428/18008/269582/107976/14235/18817/12534/11920/12442/11799/268697/67052/12532",14
"GO:0043281","GO:0043281","regulation of cysteine-type endopeptidase activity involved in apoptotic process","17/732","211/28564",3.44149657064694e-05,0.00130429828013594,0.00105482402629736,"17395/332579/227753/11798/20319/22035/55948/326623/14219/78688/12955/12424/11799/18053/17951/432763/12954",17
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","19/732","255/28564",3.60156529130223e-05,0.00135358828864775,0.00109468629248791,"332579/20319/140577/24047/22026/14235/12391/14219/11606/52033/12955/12928/26406/17951/15357/83433/54612/14869/225884",19
"GO:0031032","GO:0031032","actomyosin structure organization","17/732","212/28564",3.65411480139615e-05,0.00136198824415675,0.00110147958128209,"17926/21956/12372/98932/415115/320502/12391/71960/14219/17888/140781/12797/68743/26934/16691/17880/20411",17
"GO:0002685","GO:0002685","regulation of leukocyte migration","18/732","236/28564",4.2269868230748e-05,0.00155403041295434,0.00125678967928272,"16177/17242/17395/76763/24047/100952/12267/71660/68992/17311/17387/12928/380705/20304/193385/18654/17470/83433",18
"GO:0006941","GO:0006941","striated muscle contraction","15/732","173/28564",4.23826476260276e-05,0.00155403041295434,0.00125678967928272,"21956/12372/98660/227753/66240/320502/12391/71960/56188/14219/17888/140781/16518/30948/11474",15
"GO:0070372","GO:0070372","regulation of ERK1 and ERK2 cascade","22/732","329/28564",4.71457092481258e-05,0.00170748943590388,0.00138089646292612,"13838/19264/14268/252864/332579/67071/76089/54635/24047/100952/109648/215449/14219/319520/56291/20304/75607/15357/83433/11475/14869/225884",22
"GO:0070252","GO:0070252","actin-mediated cell contraction","11/732","99/28564",4.7325095230152e-05,0.00170748943590388,0.00138089646292612,"21956/98660/227753/66240/12391/56188/17888/140781/16518/30948/11475",11
"GO:0090257","GO:0090257","regulation of muscle system process","19/732","261/28564",4.93840322648744e-05,0.0017676348056713,0.00142953777608847,"21956/12372/98660/54598/16905/13806/12391/56188/14219/11606/78688/140781/108015/16518/19013/74116/30948/433182/11474",19
"GO:1901970","GO:1901970","positive regulation of mitotic sister chromatid separation","5/732","17/28564",5.22210431607525e-05,0.00185446381618105,0.00149975892707839,"52276/67177/11799/20877/16319",5
"GO:0051781","GO:0051781","positive regulation of cell division","10/732","84/28564",5.74775472662298e-05,0.00202047864098982,0.00163401995356044,"17242/54635/246691/52276/12223/11799/20877/18654/26934/16319",10
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","21/732","310/28564",5.77919611280901e-05,0.00202047864098982,0.00163401995356044,"18627/19215/236539/26922/13118/13117/59031/109900/56847/20216/106529/257633/12623/11606/94180/19378/17001/12411/106861/14869/225884",21
"GO:0097529","GO:0097529","myeloid leukocyte migration","18/732","242/28564",5.86040950849299e-05,0.00203311129871564,0.00164423635197799,"16177/17242/17395/76763/57257/24047/100952/12267/71660/17311/17390/17387/20304/193385/17101/18654/17470/83433",18
"GO:1904063","GO:1904063","negative regulation of cation transmembrane transport","11/732","102/28564",6.24117332389111e-05,0.002148678755019,0.00173769912151729,"329152/98660/17395/11977/66240/14579/58799/12391/18704/76757/30948",11
"GO:0045862","GO:0045862","positive regulation of proteolysis","24/732","384/28564",6.35040793537226e-05,0.00216972271125219,0.00175471798214233,"13838/20878/332579/227753/20319/22035/13806/107995/326623/52377/66245/66340/18817/14219/12759/17387/12424/21922/103583/76892/18053/432763/83433/433182",24
"GO:0016053","GO:0016053","organic acid biosynthetic process","21/732","313/28564",6.6319817227899e-05,0.00224889004284078,0.00181874291012798,"18627/19215/236539/26922/13118/13117/59031/109900/56847/20216/106529/257633/12623/11606/94180/19378/17001/12411/106861/14869/225884",21
"GO:0032872","GO:0032872","regulation of stress-activated MAPK cascade","16/732","203/28564",7.53472833672151e-05,0.0025359421491503,0.00205089031317675,"332579/20319/140577/24047/14235/12391/14219/52033/12928/26406/17951/15357/83433/54612/14869/225884",16
"GO:0030010","GO:0030010","establishment of cell polarity","14/732","163/28564",8.37589675774289e-05,0.00279816995388299,0.00226296158016211,"72080/227753/15213/16905/24047/232174/18817/12928/103583/70385/54141/193385/18763/67052",14
"GO:0046620","GO:0046620","regulation of organ growth","12/732","124/28564",8.52268522920105e-05,0.00282627282233064,0.00228568918879115,"15284/226844/12391/232334/12534/11606/17888/268697/64010/19013/74116/18712",12
"GO:0030261","GO:0030261","chromosome condensation","7/732","42/28564",8.7145059228955e-05,0.00286878990600429,0.00232007399330257,"215387/54392/243529/12534/21973/268697/67849",7
"GO:0070302","GO:0070302","regulation of stress-activated protein kinase signaling cascade","16/732","206/28564",8.9592257512165e-05,0.00291867054981795,0.0023604139234728,"332579/20319/140577/24047/14235/12391/14219/52033/12928/26406/17951/15357/83433/54612/14869/225884",16
"GO:0033002","GO:0033002","muscle cell proliferation","19/732","273/28564",8.9954591224988e-05,0.00291867054981795,0.0023604139234728,"17395/54598/12267/12390/12576/232334/16202/12534/17390/11606/78688/12797/20304/268697/15357/64010/18712/58859/14869",19
"GO:0030239","GO:0030239","myofibril assembly","9/732","72/28564",9.14175412307288e-05,0.00294495079250419,0.00238166752153741,"21956/12372/98932/415115/320502/12391/17888/140781/16691",9
"GO:0000212","GO:0000212","meiotic spindle organization","5/732","19/28564",9.40413299074387e-05,0.00300798863746488,0.00243264806367507,"12316/20878/54204/12442/67052",5
"GO:0055002","GO:0055002","striated muscle cell development","9/732","73/28564",0.000101931804757255,0.00323741154545931,0.00261818905473602,"21956/12372/98932/415115/320502/12391/17888/140781/16691",9
"GO:0046034","GO:0046034","ATP metabolic process","17/732","232/28564",0.000111822080551952,0.00352669638663849,0.00285214213553562,"67273/98660/11977/13806/14433/100039229/17888/140781/11951/19013/83433/433182/11474/56327/17706/17720/17721",17
"GO:0036293","GO:0036293","response to decreased oxygen levels","18/732","255/28564",0.000114310198949588,0.00357614805783326,0.00289213514304872,"13838/11656/13806/21335/231207/17390/78688/18792/12955/11920/11670/18654/19013/83433/68655/12411/12954/433182",18
"GO:0030048","GO:0030048","actin filament-based movement","12/732","128/28564",0.000115734790487652,0.00357614805783326,0.00289213514304872,"21956/98660/227753/66240/12391/71960/56188/17888/140781/16518/30948/11475",12
"GO:0006937","GO:0006937","regulation of muscle contraction","14/732","168/28564",0.000115768872825644,0.00357614805783326,0.00289213514304872,"21956/12372/98660/54598/13806/12391/56188/14219/140781/108015/16518/30948/433182/11474",14
"GO:1905523","GO:1905523","positive regulation of macrophage migration","6/732","31/28564",0.000118196646073137,0.00362630526387651,0.00293269873715302,"17242/12267/71660/17387/20304/83433",6
"GO:0051307","GO:0051307","meiotic chromosome separation","4/732","11/28564",0.000122273995865682,0.00372605217131233,0.00301336696781357,"215387/22137/21973/332110",4
"GO:0007160","GO:0007160","cell-matrix adhesion","17/732","236/28564",0.000137495817158205,0.00416178614351346,0.00336575772838701,"12825/17926/14268/50706/100952/16202/14219/13144/11606/18792/22330/17387/77057/18607/11474/58859/20411",17
"GO:1901214","GO:1901214","regulation of neuron death","24/732","405/28564",0.000143497114470892,0.00431447990842483,0.00348924562555538,"17242/16819/11538/11977/11798/18008/109648/16202/14809/234734/17748/11606/12759/11920/20317/11799/18053/20304/19013/66270/17470/18546/83433/18607",24
"GO:0010951","GO:0010951","negative regulation of endopeptidase activity","15/732","193/28564",0.00014615562023051,0.00436531024661986,0.00353035360124584,"17395/12258/11798/19703/20319/55948/14433/78688/12955/20317/11799/17951/16644/12954/30948",15
"GO:0000281","GO:0000281","mitotic cytokinesis","9/732","77/28564",0.00015468282335966,0.00455463998844499,0.00368347008051392,"52276/18817/80986/68743/11799/20877/26934/19348/16319",9
"GO:1903317","GO:1903317","regulation of protein maturation","9/732","77/28564",0.00015468282335966,0.00455463998844499,0.00368347008051392,"11905/227753/11798/13806/78688/18792/17387/21922/433182",9
"GO:0072330","GO:0072330","monocarboxylic acid biosynthetic process","16/732","216/28564",0.000155524292288365,0.00455463998844499,0.00368347008051392,"18627/19215/26922/59031/56847/20216/106529/257633/12623/11606/94180/19378/17001/106861/14869/225884",16
"GO:0042692","GO:0042692","muscle cell differentiation","26/732","460/28564",0.000164360840021024,0.00478237024835366,0.0038676421777443,"667118/21956/12372/98932/415115/15213/16905/12390/320502/232174/12391/11606/17387/17888/140781/218772/244723/54409/193385/19013/16691/17880/74116/30948/11474/58859",26
"GO:0070997","GO:0070997","neuron death","26/732","461/28564",0.00017006903456976,0.00491673939685651,0.00397631042364519,"17242/16819/11538/11977/11798/18008/109648/14433/16202/14809/234734/17748/11606/12759/18792/11920/20317/11799/18053/20304/19013/66270/17470/18546/83433/18607",26
"GO:0010665","GO:0010665","regulation of cardiac muscle cell apoptotic process","8/732","62/28564",0.000178543977232843,0.00509378480537667,0.00411949220460501,"17242/20319/16202/11606/78688/15357/18607/68655",8
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","12/732","134/28564",0.000178858455588463,0.00509378480537667,0.00411949220460501,"108000/12428/18008/269582/107976/14235/18817/12534/11920/11799/268697/12532",12
"GO:0032873","GO:0032873","negative regulation of stress-activated MAPK cascade","7/732","47/28564",0.000181840211455797,0.00509378480537667,0.00411949220460501,"20319/14235/52033/83433/54612/14869/225884",7
"GO:0070303","GO:0070303","negative regulation of stress-activated protein kinase signaling cascade","7/732","47/28564",0.000181840211455797,0.00509378480537667,0.00411949220460501,"20319/14235/52033/83433/54612/14869/225884",7
"GO:1903115","GO:1903115","regulation of actin filament-based movement","7/732","47/28564",0.000181840211455797,0.00509378480537667,0.00411949220460501,"21956/98660/12391/56188/16518/30948/11475",7
"GO:0034766","GO:0034766","negative regulation of monoatomic ion transmembrane transport","11/732","115/28564",0.000184736900619303,0.00514298408514234,0.00415928109581473,"329152/98660/17395/11977/66240/14579/58799/12391/18704/76757/30948",11
"GO:0048146","GO:0048146","positive regulation of fibroblast proliferation","9/732","79/28564",0.000188591017356614,0.00521807048023516,0.00422000565153806,"14268/54635/12428/231051/12223/11606/18053/268697/70445",9
"GO:0043524","GO:0043524","negative regulation of neuron apoptotic process","15/732","199/28564",0.000204492889507212,0.00561883776808404,0.00454411783554935,"17242/16819/11538/11977/11798/18008/16202/234734/17748/11606/11799/18053/66270/18546/18607",15
"GO:0061982","GO:0061982","meiosis I cell cycle process","12/732","136/28564",0.000205567235417709,0.00561883776808404,0.00454411783554935,"20878/18817/234396/56739/11920/12442/21973/11799/332110/67052/214901/12532",12
"GO:0031589","GO:0031589","cell-substrate adhesion","22/732","369/28564",0.000245755203417289,0.00665581036736802,0.00538274779389198,"12825/17926/14268/17242/50706/100952/231830/109648/16202/14219/13144/11606/18792/22330/17387/12928/12842/77057/18607/11474/58859/20411",22
"GO:0010662","GO:0010662","regulation of striated muscle cell apoptotic process","8/732","65/28564",0.000249190871959702,0.00665581036736802,0.00538274779389198,"17242/20319/16202/11606/78688/15357/18607/68655",8
"GO:0014911","GO:0014911","positive regulation of smooth muscle cell migration","8/732","65/28564",0.000249190871959702,0.00665581036736802,0.00538274779389198,"17242/11977/50706/20195/11606/18792/12928/20304",8
"GO:0002690","GO:0002690","positive regulation of leukocyte chemotaxis","10/732","100/28564",0.000249877628554409,0.00665581036736802,0.00538274779389198,"17242/76763/24047/12267/71660/68992/380705/20304/193385/18654",10
"GO:0043154","GO:0043154","negative regulation of cysteine-type endopeptidase activity involved in apoptotic process","9/732","82/28564",0.000250884204534937,0.00665581036736802,0.00538274779389198,"17395/11798/20319/55948/78688/12955/11799/17951/12954",9
"GO:0072593","GO:0072593","reactive oxygen species metabolic process","17/732","249/28564",0.000259903680735998,0.00685476959134123,0.00554365191597558,"16819/11977/14235/101488143/15129/14219/11606/18792/12955/56321/18053/73389/19013/53881/22654/66968/12411",17
"GO:0045214","GO:0045214","sarcomere organization","7/732","50/28564",0.000270248915089856,0.00708617794799566,0.0057307985972237,"21956/12372/415115/12391/17888/140781/16691",7
"GO:0010659","GO:0010659","cardiac muscle cell apoptotic process","8/732","66/28564",0.000277277174058987,0.00722843962431233,0.00584584976035528,"17242/20319/16202/11606/78688/15357/18607/68655",8
"GO:2000116","GO:2000116","regulation of cysteine-type endopeptidase activity","17/732","251/28564",0.000285365152210958,0.00739653354293921,0.00598179221059268,"17395/332579/227753/11798/20319/22035/55948/326623/14219/78688/12955/12424/11799/18053/17951/432763/12954",17
"GO:0007163","GO:0007163","establishment or maintenance of cell polarity","16/732","228/28564",0.000287317059893145,0.00740457108638906,0.00598829240619398,"72080/227753/15213/16905/73804/24047/232174/16202/18817/12928/103583/70385/54141/193385/18763/67052",16
"GO:0070507","GO:0070507","regulation of microtubule cytoskeleton organization","13/732","162/28564",0.000290969289281616,0.00745608803784142,0.00602995566603349,"72119/56742/21335/12576/12391/18817/80986/54141/193385/332110/18763/22153/56327",13
"GO:0014910","GO:0014910","regulation of smooth muscle cell migration","10/732","102/28564",0.000293755860869523,0.00748496572046073,0.00605330988946118,"17242/11977/50706/20195/16202/11606/18792/12928/20304/14869",10
"GO:0030177","GO:0030177","positive regulation of Wnt signaling pathway","12/732","142/28564",0.000306984511837793,0.0077780907212834,0.00629036861926643,"12316/11538/11798/20319/192199/140577/58799/16202/68031/13144/12842/75607",12
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","24/732","427/28564",0.00031343868228704,0.00789725395036061,0.00638673939502847,"15284/17242/11977/20319/404710/15213/246691/55948/12390/12576/68992/12822/384783/18792/19378/20317/11799/18053/20304/18654/238328/64010/18140/240185",24
"GO:0072001","GO:0072001","renal system development","21/732","352/28564",0.000334005246521361,0.00836868701006299,0.00676800104793284,"13838/108000/17395/214133/15213/99929/13118/13117/12733/12267/16202/18004/11606/218772/235320/19378/16869/108154/18654/18263/18763",21
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","10/732","104/28564",0.000343892606562975,0.00856881577679014,0.00692985101332194,"52276/54204/18817/80986/68743/11799/20877/26934/19348/16319",10
"GO:0009205","GO:0009205","purine ribonucleoside triphosphate metabolic process","17/732","256/28564",0.000358689523271799,0.00888840521953744,0.00718831230848342,"67273/98660/11977/13806/14433/100039229/17888/140781/11951/19013/83433/433182/11474/56327/17706/17720/17721",17
"GO:0010658","GO:0010658","striated muscle cell apoptotic process","8/732","69/28564",0.00037742589143036,0.00930158890902144,0.00752246599831002,"17242/20319/16202/11606/78688/15357/18607/68655",8
"GO:0006942","GO:0006942","regulation of striated muscle contraction","9/732","87/28564",0.00039212677242157,0.0095594148303853,0.00773097733394446,"12372/98660/12391/56188/14219/140781/16518/30948/11474",9
"GO:0032465","GO:0032465","regulation of cytokinesis","9/732","87/28564",0.00039212677242157,0.0095594148303853,0.00773097733394446,"20878/52276/233406/18817/11799/20877/26934/19348/16319",9
"GO:0061448","GO:0061448","connective tissue development","19/732","307/28564",0.000402268733233392,0.0097539354133473,0.00788829179770064,"12825/269120/12831/56436/17242/20204/11977/20319/16905/12267/69121/14219/234356/218772/235320/114679/12842/18763/12411",19
"GO:0048144","GO:0048144","fibroblast proliferation","12/732","147/28564",0.000421262379003269,0.0101598573759612,0.00821657271740122,"12825/14268/17395/54635/12428/231051/12223/12534/11606/18053/268697/70445",12
"GO:0050900","GO:0050900","leukocyte migration","22/732","386/28564",0.000454787280198598,0.010910056562211,0.00882328066006798,"16177/17242/17395/76763/57257/24047/100952/12267/319655/71660/68992/17311/17390/17387/12928/380705/20304/193385/17101/18654/17470/83433",22
"GO:0043508","GO:0043508","negative regulation of JUN kinase activity","4/732","15/28564",0.000466041068335152,0.0110439450736801,0.00893156020079392,"20319/54612/14869/225884",4
"GO:1900038","GO:1900038","negative regulation of cellular response to hypoxia","4/732","15/28564",0.000466041068335152,0.0110439450736801,0.00893156020079392,"13838/13806/78688/433182",4
"GO:0009144","GO:0009144","purine nucleoside triphosphate metabolic process","17/732","262/28564",0.000467714747022816,0.0110439450736801,0.00893156020079392,"67273/98660/11977/13806/14433/100039229/17888/140781/11951/19013/83433/433182/11474/56327/17706/17720/17721",17
"GO:0001822","GO:0001822","kidney development","20/732","336/28564",0.000471591320830306,0.0110774836299202,0.00895868380853623,"13838/108000/17395/214133/15213/99929/13118/13117/12733/12267/16202/18004/11606/218772/235320/16869/108154/18654/18263/18763",20
"GO:0009199","GO:0009199","ribonucleoside triphosphate metabolic process","17/732","263/28564",0.000488415165205913,0.0114132248449672,0.00923020751261788,"67273/98660/11977/13806/14433/100039229/17888/140781/11951/19013/83433/433182/11474/56327/17706/17720/17721",17
"GO:0090263","GO:0090263","positive regulation of canonical Wnt signaling pathway","10/732","109/28564",0.000501197019568317,0.01160046821516,0.00938163668235019,"12316/11538/11798/20319/192199/16202/68031/13144/12842/75607",10
"GO:0070613","GO:0070613","regulation of protein processing","8/732","72/28564",0.000505191569404476,0.01160046821516,0.00938163668235019,"227753/11798/13806/78688/18792/17387/21922/433182",8
"GO:0010664","GO:0010664","negative regulation of striated muscle cell apoptotic process","6/732","40/28564",0.000506716682569073,0.01160046821516,0.00938163668235019,"17242/20319/16202/78688/15357/18607",6
"GO:0030574","GO:0030574","collagen catabolic process","6/732","40/28564",0.000506716682569073,0.01160046821516,0.00938163668235019,"17395/17390/17387/216725/17534/66270",6
"GO:0043500","GO:0043500","muscle adaptation","11/732","130/28564",0.000534565547945403,0.0121658196755904,0.00983885288269823,"17926/227753/16905/12391/11606/78688/17888/140781/19013/74116/11474",11
"GO:0034763","GO:0034763","negative regulation of transmembrane transport","12/732","151/28564",0.000536806677481703,0.0121658196755904,0.00983885288269823,"329152/98660/17395/11977/66240/14579/58799/12391/18704/76757/384783/30948",12
"GO:0060420","GO:0060420","regulation of heart growth","9/732","91/28564",0.000547392743789208,0.0123437063724466,0.00998271503805056,"12391/232334/12534/17888/268697/64010/19013/74116/18712",9
"GO:0031639","GO:0031639","plasminogen activation","5/732","27/28564",0.00055101137645541,0.0123634890936015,0.00999871390111545,"13806/432478/18792/21922/433182",5
"GO:0060048","GO:0060048","cardiac muscle contraction","11/732","131/28564",0.000570333642552081,0.0127336867718311,0.0102981035510316,"21956/98660/227753/66240/12391/56188/14219/17888/140781/16518/30948",11
"GO:0034502","GO:0034502","protein localization to chromosome","10/732","111/28564",0.000578913760137654,0.0127787826663323,0.0103345739150056,"12236/18817/12534/67177/22137/70385/20877/66598/67052/67849",10
"GO:0010466","GO:0010466","negative regulation of peptidase activity","17/732","267/28564",0.000579302291459522,0.0127787826663323,0.0103345739150056,"11905/17395/12258/11798/19703/20319/55948/14433/78688/12955/20317/11799/17951/16644/74116/12954/30948",17
"GO:0060236","GO:0060236","regulation of mitotic spindle organization","6/732","41/28564",0.00058085375756056,0.0127787826663323,0.0103345739150056,"72119/56742/21335/18817/193385/18763",6
"GO:0051146","GO:0051146","striated muscle cell differentiation","20/732","342/28564",0.000588999296147261,0.0128950816777871,0.0104286283145133,"21956/12372/98932/415115/16905/12390/320502/232174/12391/11606/17387/17888/140781/218772/193385/19013/16691/17880/74116/11474",20
"GO:0045861","GO:0045861","negative regulation of proteolysis","21/732","368/28564",0.000597134054740619,0.0130100221588415,0.0105215840308988,"13838/11905/17395/12258/11798/19703/20319/55948/14433/78688/52033/18792/56291/12955/20317/11799/17951/16644/74116/12954/30948",21
"GO:0050921","GO:0050921","positive regulation of chemotaxis","12/732","153/28564",0.000603905014869167,0.0130373660518976,0.0105436978340122,"14268/17242/76763/24047/12267/71660/68992/380705/20304/193385/18654/83433",12
"GO:0032886","GO:0032886","regulation of microtubule-based process","17/732","268/28564",0.000604170621917205,0.0130373660518976,0.0105436978340122,"71870/72119/56742/21335/12576/12391/233064/18817/80986/54141/193385/332110/12449/18763/22153/100502766/56327",17
"GO:0034637","GO:0034637","cellular carbohydrate biosynthetic process","8/732","74/28564",0.000608324517672244,0.0130644932128658,0.0105656363595706,"16367/18627/232984/234356/384783/71780/53625/20411",8
"GO:0051348","GO:0051348","negative regulation of transferase activity","17/732","269/28564",0.000629949608737752,0.0134647996938733,0.0108893758756613,"19264/12236/20319/107995/12576/12391/16202/78388/18817/11606/384783/69802/15357/18546/54612/14869/225884",17
"GO:0043523","GO:0043523","regulation of neuron apoptotic process","18/732","294/28564",0.000641170152978131,0.0136399876883555,0.0110310555117638,"17242/16819/11538/11977/11798/18008/16202/14809/234734/17748/11606/11920/11799/18053/66270/18546/83433/18607",18
"GO:0003009","GO:0003009","skeletal muscle contraction","6/732","42/28564",0.000663138540615827,0.0138487606270042,0.0111998962708763,"12372/12391/71960/140781/16518/11474",6
"GO:0051294","GO:0051294","establishment of spindle orientation","6/732","42/28564",0.000663138540615827,0.0138487606270042,0.0111998962708763,"72080/18817/103583/70385/54141/67052",6
"GO:1904705","GO:1904705","regulation of vascular associated smooth muscle cell proliferation","8/732","75/28564",0.000665913512977016,0.0138487606270042,0.0111998962708763,"17395/54598/12576/17390/11606/12797/58859/14869",8
"GO:2000179","GO:2000179","positive regulation of neural precursor cell proliferation","8/732","75/28564",0.000665913512977016,0.0138487606270042,0.0111998962708763,"12316/17242/18008/381530/233064/118454/16869/18053",8
"GO:0014909","GO:0014909","smooth muscle cell migration","10/732","113/28564",0.000666337262984459,0.0138487606270042,0.0111998962708763,"17242/11977/50706/20195/16202/11606/18792/12928/20304/14869",10
"GO:0014706","GO:0014706","striated muscle tissue development","18/732","296/28564",0.000693593058413624,0.0142966075856678,0.0115620831565734,"108000/21956/15213/16905/12391/232334/12534/11606/17888/140781/218772/19378/268697/64010/19013/17880/74116/18712",18
"GO:1903035","GO:1903035","negative regulation of response to wounding","9/732","94/28564",0.000694225512474777,0.0142966075856678,0.0115620831565734,"13838/17242/12258/242653/18792/12928/15357/65079/16644",9
"GO:0043271","GO:0043271","negative regulation of monoatomic ion transport","12/732","157/28564",0.00075934607376668,0.0155347291540972,0.0125633881477295,"329152/98660/17395/11977/66240/14579/58799/12391/18704/76757/75607/30948",12
"GO:0043405","GO:0043405","regulation of MAP kinase activity","14/732","202/28564",0.000761236173626494,0.0155347291540972,0.0125633881477295,"13838/19264/54635/20319/24047/12391/16202/17311/11606/15357/12411/54612/14869/225884",14
"GO:0001767","GO:0001767","establishment of lymphocyte polarity","4/732","17/28564",0.00078010251663388,0.0155675325222071,0.0125899171874075,"227753/24047/232174/193385",4
"GO:0001768","GO:0001768","establishment of T cell polarity","4/732","17/28564",0.00078010251663388,0.0155675325222071,0.0125899171874075,"227753/24047/232174/193385",4
"GO:0007096","GO:0007096","regulation of exit from mitosis","4/732","17/28564",0.00078010251663388,0.0155675325222071,0.0125899171874075,"68612/12576/11799/67849",4
"GO:0010755","GO:0010755","regulation of plasminogen activation","4/732","17/28564",0.00078010251663388,0.0155675325222071,0.0125899171874075,"13806/18792/21922/433182",4
"GO:2001171","GO:2001171","positive regulation of ATP biosynthetic process","4/732","17/28564",0.00078010251663388,0.0155675325222071,0.0125899171874075,"13806/19013/83433/433182",4
"GO:0032102","GO:0032102","negative regulation of response to external stimulus","23/732","429/28564",0.000790105640160428,0.0156976935556103,0.0126951822080032,"13838/17242/54598/12258/245537/242653/23960/109648/52033/18792/353187/102657/12424/20317/12928/15357/19013/17470/65079/16644/83433/18038/14869",23
"GO:0071622","GO:0071622","regulation of granulocyte chemotaxis","7/732","60/28564",0.000837987246743011,0.0165086515657071,0.0133510275820224,"17242/76763/24047/12267/71660/20304/193385",7
"GO:0048738","GO:0048738","cardiac muscle tissue development","17/732","276/28564",0.000838244170409518,0.0165086515657071,0.0133510275820224,"21956/15213/16905/12391/232334/12534/11606/17888/140781/218772/19378/268697/64010/19013/17880/74116/18712",17
"GO:0016055","GO:0016055","Wnt signaling pathway","24/732","458/28564",0.000842870131442897,0.0165275838817716,0.01336633869771,"17926/12316/17242/11538/56805/11798/20319/192199/140577/242939/58799/232334/16202/629378/21804/68031/13144/103583/67020/12842/75607/73389/18763/54612",24
"GO:1902624","GO:1902624","positive regulation of neutrophil migration","6/732","44/28564",0.00085454745610763,0.0166840217621013,0.0134928545701205,"16177/17242/76763/24047/12267/193385",6
"GO:0042326","GO:0042326","negative regulation of phosphorylation","22/732","405/28564",0.000858386722110949,0.0166867418824154,0.0134950544106826,"19264/11538/20319/110524/100952/12576/12391/16202/78388/18817/11606/384783/52033/69802/268697/15357/19013/18546/11474/54612/14869/225884",22
"GO:0198738","GO:0198738","cell-cell signaling by wnt","24/732","460/28564",0.000894734340195808,0.0173186775720304,0.0140061192174316,"17926/12316/17242/11538/56805/11798/20319/192199/140577/242939/58799/232334/16202/629378/21804/68031/13144/103583/67020/12842/75607/73389/18763/54612",24
"GO:0010954","GO:0010954","positive regulation of protein processing","5/732","30/28564",0.000912905463267353,0.0175200154865352,0.0141689470558628,"227753/13806/17387/21922/433182",5
"GO:0090023","GO:0090023","positive regulation of neutrophil chemotaxis","5/732","30/28564",0.000912905463267353,0.0175200154865352,0.0141689470558628,"17242/76763/24047/12267/193385",5
"GO:0051653","GO:0051653","spindle localization","7/732","61/28564",0.000925999504500989,0.0176960074800825,0.0143112769094377,"12316/72080/18817/103583/70385/54141/67052",7
"GO:0072089","GO:0072089","stem cell proliferation","11/732","139/28564",0.000934897902803579,0.0177423620141321,0.0143487651718912,"19264/20204/20319/18008/55948/14235/17345/17311/52335/218772/18712",11
