"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0010876","GO:0010876","lipid localization","46/1269","500/28564",2.92466861381833e-06,0.000184994099066822,0.000157156891778672,"19701/11807/78896/19225/58207/12904/241877/14077/13118/13119/13117/231287/75750/20750/18669/66437/14080/16846/11812/56018/12623/384783/20288/68680/20897/19659/330962/12306/216974/114679/11818/217258/76184/237636/18976/12257/223920/432995/106407/83433/66968/66400/108114/54219/77619/16891",46
"GO:1902099","GO:1902099","regulation of metaphase/anaphase transition of cell cycle","16/1269","93/28564",3.16393109056079e-06,0.00019774569316005,0.000167989674570252,"66977/68612/12235/107995/52276/66993/12055/18817/22137/67629/70385/11799/66156/20877/268697/67052",16
"GO:0044282","GO:0044282","small molecule catabolic process","36/1269","355/28564",4.01140079459735e-06,0.000247762990254542,0.000210480559340049,"266645/65969/67885/13081/15108/74246/64059/11409/257635/16548/17766/14080/12035/16846/110826/12036/13115/14317/17751/384783/18746/235674/14635/67880/80879/56012/56727/26912/66968/51793/64385/114663/52538/11474/26358/14544",36
"GO:0033047","GO:0033047","regulation of mitotic sister chromatid segregation","12/1269","55/28564",4.18284972365353e-06,0.000255348384292803,0.000216924532180171,"66977/12235/107995/52276/18817/22137/67629/70385/11799/20877/268697/67052",12
"GO:0006869","GO:0006869","lipid transport","42/1269","447/28564",4.62433018813746e-06,0.000279054407904847,0.000237063363667737,"19701/11807/78896/19225/58207/12904/241877/14077/13118/13119/13117/231287/75750/20750/18669/66437/14080/16846/11812/56018/12623/384783/20288/20897/19659/330962/12306/216974/114679/11818/217258/76184/237636/18976/12257/223920/106407/83433/108114/54219/77619/16891",42
"GO:0006936","GO:0006936","muscle contraction","33/1269","318/28564",6.13390244069364e-06,0.000365943043336836,0.000310877328244246,"57814/15559/21956/98660/19225/17868/11435/68949/227753/66240/12373/22004/16511/243547/12391/21955/56188/20266/21953/17904/216459/14219/74166/20855/21924/20698/17896/56012/18436/407785/11472/238161/11474",33
"GO:0015850","GO:0015850","organic hydroxy compound transport","32/1269","306/28564",7.19193801748047e-06,0.000424243534739017,0.000360404983797336,"19701/11807/78896/80976/241877/75750/20750/16846/11812/12623/20288/16854/20618/20897/330962/12306/17918/80879/114679/217258/22433/217303/237636/18436/18976/12257/223920/18546/106407/83433/54219/16891",32
"GO:0030282","GO:0030282","bone mineralization","19/1269","134/28564",7.70417076375474e-06,0.000449409961219027,0.000381784462292735,"19225/22417/100038882/20750/231633/14371/12843/16846/17313/19242/13115/102657/21922/237928/66695/27047/16948/11474/68431",19
"GO:0051988","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","7/1269","19/28564",1.05716446974051e-05,0.000609902578696445,0.000518126762092599,"51944/52276/11799/54141/20877/268697/26934",7
"GO:0045839","GO:0045839","negative regulation of mitotic nuclear division","12/1269","60/28564",1.08682656264334e-05,0.000620199940638864,0.000526874616237968,"66977/12235/107995/52276/18817/22137/67629/70385/11799/20877/268697/67052",12
"GO:0070585","GO:0070585","protein localization to mitochondrion","16/1269","104/28564",1.39428320687346e-05,0.000787095358718891,0.000668656247597382,"67067/30059/52838/67749/11983/100038882/12017/66169/66437/13198/30055/67184/78688/66148/12257/15482",16
"GO:0033044","GO:0033044","regulation of chromosome organization","27/1269","246/28564",1.53122118754179e-05,0.000855203322829189,0.000726515584727273,"66977/215387/68612/12235/56292/107995/52276/21335/66993/54392/69714/12055/18817/18768/22137/67629/21973/69535/70385/11799/66156/20877/268697/75329/223970/67052/67849",27
"GO:0007088","GO:0007088","regulation of mitotic nuclear division","17/1269","118/28564",1.84722217017568e-05,0.00102083330457077,0.000867222197787742,"66977/12235/107995/52276/23980/17345/18817/108912/22137/67629/20698/70385/11799/66156/20877/268697/67052",17
"GO:0006631","GO:0006631","fatty acid metabolic process","41/1269","458/28564",1.8936602578397e-05,0.00103559545350608,0.000879762994788025,"55990/19225/67885/19215/15108/14863/14077/26922/13118/13119/13117/67103/78894/11409/14080/16846/110826/13094/384724/51798/11812/23887/625249/338521/12623/384783/94180/235674/17918/20698/69183/12189/11686/407785/105387/66968/66400/64385/52538/100043108/14869",41
"GO:0030198","GO:0030198","extracellular matrix organization","32/1269","322/28564",2.02582523338079e-05,0.00109645180157208,0.000931461911430757,"12825/16780/56429/240913/14268/18128/20319/50706/26561/246228/329941/12819/100952/12843/17022/66650/237360/14219/12822/78892/234356/17390/16854/56373/12306/14230/76293/216725/12842/23794/16948/210719",32
"GO:0060048","GO:0060048","cardiac muscle contraction","18/1269","131/28564",2.05245832400051e-05,0.00109953124500027,0.00093407797194309,"57814/21956/98660/17868/68949/227753/66240/12373/16511/12391/56188/20266/14219/74166/20855/21924/17896/238161",18
"GO:0010038","GO:0010038","response to metal ion","31/1269","309/28564",2.25617596492666e-05,0.0011910364131366,0.00101181379096938,"21956/14268/80976/11898/227753/99571/14161/12870/67860/215493/19415/16548/50765/13115/17751/17750/17748/15368/15209/21924/17967/56012/94045/20701/20700/20702/20704/12925/22042/114663/14297",31
"GO:0043062","GO:0043062","extracellular structure organization","32/1269","324/28564",2.29132719479613e-05,0.0011910364131366,0.00101181379096938,"12825/16780/56429/240913/14268/18128/20319/50706/26561/246228/329941/12819/100952/12843/17022/66650/237360/14219/12822/78892/234356/17390/16854/56373/12306/14230/76293/216725/12842/23794/16948/210719",32
"GO:0045229","GO:0045229","external encapsulating structure organization","32/1269","324/28564",2.29132719479613e-05,0.0011910364131366,0.00101181379096938,"12825/16780/56429/240913/14268/18128/20319/50706/26561/246228/329941/12819/100952/12843/17022/66650/237360/14219/12822/78892/234356/17390/16854/56373/12306/14230/76293/216725/12842/23794/16948/210719",32
"GO:2001251","GO:2001251","negative regulation of chromosome organization","15/1269","97/28564",2.4104380252169e-05,0.00124066663062635,0.00105397584239876,"66977/12235/56292/107995/52276/18817/22137/67629/21973/69535/70385/11799/20877/268697/67052",15
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","40/1269","450/28564",2.79549525529043e-05,0.0014248883582791,0.00121047658627139,"108000/76843/66977/13555/68612/12235/12428/404710/107995/52276/21335/18669/66993/93695/14235/12055/18817/12447/68953/12534/19186/22137/67629/12442/118454/70385/11799/12189/68067/66156/20877/268697/20135/12449/18763/11629/67052/12532/68431/67849",40
"GO:0015718","GO:0015718","monocarboxylic acid transport","22/1269","186/28564",2.92427358403529e-05,0.0014761957996332,0.00125406347930744,"71781/19225/12904/241877/14077/13118/13119/13117/75750/66437/14080/16846/14411/56018/12623/384783/19659/330962/216974/80879/106407/108114",22
"GO:0070252","GO:0070252","actin-mediated cell contraction","15/1269","99/28564",3.08750010683063e-05,0.00154375005341532,0.00131145242632996,"57814/21956/98660/227753/66240/12373/16511/12391/56188/20266/17904/216459/20855/21924/238161",15
"GO:0000281","GO:0000281","mitotic cytokinesis","13/1269","77/28564",3.21076455049654e-05,0.00159023715944404,0.00135094432973722,"16765/52276/12615/18817/68953/80986/68743/11799/208092/20877/26934/19348/74107",13
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","38/1269","424/28564",3.6739250707461e-05,0.00180262678704832,0.00153137437528296,"17248/14373/19225/269344/12235/68949/99571/14161/20319/13038/20482/22417/67397/76571/66437/56312/68845/13198/244551/21672/67184/15368/78688/16854/14629/56295/12189/18121/22433/268373/60530/18053/60597/83433/52538/14297/15201/14869",38
"GO:0051235","GO:0051235","maintenance of location","34/1269","364/28564",4.07094557729884e-05,0.0019789318778536,0.0016811497476623,"15559/66915/12316/14118/67885/227753/666244/19241/58869/12373/24047/21335/11657/19240/16846/13198/103172/13057/12623/74166/20288/78688/68680/17918/238161/20259/12257/105785/432995/83433/66968/18763/66400/56327",34
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","26/1269","246/28564",4.18584493837779e-05,0.00201611797490674,0.0017127402224922,"17248/19225/269344/99571/14161/20319/22417/68845/244551/21672/67184/15368/78688/16854/14629/56295/12189/18121/22433/268373/60530/60597/52538/14297/15201/14869",26
"GO:0001503","GO:0001503","ossification","38/1269","427/28564",4.27785529627322e-05,0.0020417036641304,0.00173447587467078,"212712/329278/17926/19225/18128/20319/22417/100038882/20750/231633/14371/12843/16846/17313/19242/15399/20256/13115/14219/83554/234356/17390/20855/14560/102657/21922/18121/60530/12842/237928/66695/27047/22422/12393/16948/210719/11474/68431",38
"GO:0051783","GO:0051783","regulation of nuclear division","19/1269","152/28564",4.6887954063324e-05,0.0021988219339525,0.00186795158579584,"66977/12235/22417/107995/52276/23980/19362/17345/18817/108912/22137/67629/20698/70385/11799/66156/20877/268697/67052",19
"GO:0034508","GO:0034508","centromere complex assembly","8/1269","31/28564",4.69082012576534e-05,0.0021988219339525,0.00186795158579584,"69928/12615/66311/218977/26886/66336/60411/15201",8
"GO:0051784","GO:0051784","negative regulation of nuclear division","12/1269","70/28564",5.48843619134892e-05,0.00254993716854706,0.00216623233747046,"66977/12235/107995/52276/18817/22137/67629/70385/11799/20877/268697/67052",12
"GO:0008217","GO:0008217","regulation of blood pressure","24/1269","222/28564",5.67664636339696e-05,0.00261424503577491,0.00222086340182021,"19701/98660/19225/50706/100952/12843/71660/243547/109648/16846/13648/16619/16615/18050/18048/16612/78286/13057/15368/17227/276952/18436/18976/223780",24
"GO:0031214","GO:0031214","biomineral tissue development","21/1269","181/28564",5.84298942809215e-05,0.00266745169543337,0.0022660637260253,"19225/18128/22417/100038882/20750/231633/14371/12843/16846/17313/19242/13115/102657/21922/12842/237928/66695/27047/16948/11474/68431",21
"GO:0051382","GO:0051382","kinetochore assembly","6/1269","17/28564",6.1612351620116e-05,0.00278849005177249,0.00236888869160101,"69928/12615/66311/218977/26886/60411",6
"GO:1905952","GO:1905952","regulation of lipid localization","22/1269","196/28564",6.50645657142754e-05,0.00291956384615338,0.00248023900073221,"19701/11807/78896/14077/13118/13119/13117/20750/66437/16846/11812/12623/384783/20288/68680/12306/217258/18976/12257/83433/66968/16891",22
"GO:0140013","GO:0140013","meiotic nuclear division","23/1269","210/28564",6.57292307417804e-05,0.00292439374063006,0.00248434211108763,"66977/12316/215387/12235/20878/69928/22417/107995/19362/18817/12447/54427/234396/102632837/22137/12442/21973/11799/60530/268465/72415/67052/74377",23
"GO:0006766","GO:0006766","vitamin metabolic process","13/1269","83/28564",7.22453594307515e-05,0.00318729526900374,0.00270768321900128,"94284/14725/65969/13081/11677/27973/13115/268756/18113/14629/19659/237636/54219",13
"GO:0051656","GO:0051656","establishment of organelle localization","39/1269","454/28564",7.34963159212251e-05,0.0032154638215536,0.0027316130750722,"108000/19329/66977/72080/19215/67749/360213/56742/73804/52276/100019/21335/12615/22320/110033/67091/19428/18817/68953/108030/14533/20054/15368/70045/235180/20616/17918/70385/11799/208092/54141/20877/217303/27681/268697/20969/67052/100502766/67849",39
"GO:0030261","GO:0030261","chromosome condensation","9/1269","42/28564",7.75140272878012e-05,0.0033632119277765,0.00285712860912061,"215387/54392/243529/12534/21973/14957/50708/268697/67849",9
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","14/1269","96/28564",8.62294087452932e-05,0.00371069176977696,0.00315232100822957,"67067/30059/52838/67749/11983/66169/66437/13198/30055/67184/78688/66148/12257/15482",14
"GO:0034501","GO:0034501","protein localization to kinetochore","6/1269","18/28564",8.89467984582992e-05,0.00376589267666186,0.0031992154929356,"76464/12534/22137/70385/20877/67052",6
"GO:1903083","GO:1903083","protein localization to condensed chromosome","6/1269","18/28564",8.89467984582992e-05,0.00376589267666186,0.0031992154929356,"76464/12534/22137/70385/20877/67052",6
"GO:1903046","GO:1903046","meiotic cell cycle process","24/1269","229/28564",9.27232688672125e-05,0.00389437729242293,0.00330836623318214,"66977/12316/215387/12235/20878/69928/22417/107995/19362/18817/12447/54427/234396/102632837/22137/12442/21973/11799/60530/268465/72415/67052/74377/12532",24
"GO:0006690","GO:0006690","icosanoid metabolic process","18/1269","147/28564",9.62251617257889e-05,0.00400938173857454,0.00340606524838904,"66447/19225/19215/14863/13118/13119/13117/67103/13094/384724/23887/625249/20698/11686/105387/64385/100043108/14869",18
"GO:0042989","GO:0042989","sequestering of actin monomers","5/1269","12/28564",0.000104663377977061,0.0042404586009171,0.00360237054477909,"227753/666244/19241/19240/20259",5
"GO:0051231","GO:0051231","spindle elongation","5/1269","12/28564",0.000104663377977061,0.0042404586009171,0.00360237054477909,"16571/52276/11799/20877/26934",5
"GO:1905907","GO:1905907","negative regulation of amyloid fibril formation","5/1269","12/28564",0.000104663377977061,0.0042404586009171,0.00360237054477909,"12955/56612/14976/83433/67199",5
"GO:0071459","GO:0071459","protein localization to chromosome, centromeric region","7/1269","26/28564",0.000105001832022709,0.0042404586009171,0.00360237054477909,"76464/12615/12534/22137/70385/20877/67052",7
"GO:0090068","GO:0090068","positive regulation of cell cycle process","26/1269","262/28564",0.000119409515488277,0.0047522645948228,0.00403716192245899,"76843/215387/68612/20878/22417/52276/66993/54392/23980/69871/19362/12534/14219/67903/20698/11799/54141/66156/20877/268697/20135/26934/11629/67052/12532/67849",26
"GO:0007007","GO:0007007","inner mitochondrial membrane organization","8/1269","35/28564",0.000119485509812687,0.0047522645948228,0.00403716192245899,"67067/30059/66098/103172/30055/67184/224904/107197",8
"GO:0031589","GO:0031589","cell-substrate adhesion","33/1269","369/28564",0.000120936605306857,0.00477381336737592,0.00405546811780887,"12825/329278/17926/16780/14268/15434/18128/99571/14161/50706/329872/22417/20750/100952/231830/109648/19242/57278/23991/14219/244667/12552/19944/16399/245827/16407/12842/78473/56838/11472/16852/24066/11474",33
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","6/1269","19/28564",0.000125119946347943,0.00490208745019926,0.00416444000531213,"66977/73804/52276/11799/20877/67052",6
"GO:0052547","GO:0052547","regulation of peptidase activity","39/1269","466/28564",0.000127357441691394,0.00495278939910977,0.00420751251810087,"11905/19225/75083/67701/227753/21857/20713/20319/13038/20731/23980/66437/14080/232345/52377/68845/17314/14219/67866/67184/17751/78688/16426/19186/12955/78709/12424/11799/18436/18053/66222/20701/20700/20702/20704/271047/20715/70186/74116",39
"GO:0006626","GO:0006626","protein targeting to mitochondrion","12/1269","77/28564",0.000142483741600673,0.0055002914956142,0.00467262858484559,"67067/30059/52838/67749/11983/66169/66437/30055/67184/78688/66148/15482",12
"GO:0045185","GO:0045185","maintenance of protein location","14/1269","101/28564",0.000150465814422071,0.00572770574427236,0.00486582240370566,"66915/14118/227753/666244/19241/58869/21335/19240/103172/20259/12257/105785/18763/56327",14
"GO:0016042","GO:0016042","lipid catabolic process","31/1269","342/28564",0.000150556836706588,0.00572770574427236,0.00486582240370566,"15483/11807/211429/67885/13081/15108/64059/68917/20750/11409/14080/71660/16846/66117/110826/11812/66065/18476/13115/12623/17751/384783/235674/11818/85031/27281/66968/64385/52538/16891/18946",31
"GO:0051258","GO:0051258","protein polymerization","27/1269","281/28564",0.00015271333525236,0.00576794971276901,0.00490001061313329,"241112/72119/68612/68475/227753/666244/19241/99571/14161/12373/56742/16765/56221/231830/19240/12391/58804/68953/625249/67971/56419/19200/20259/110308/11629/14544/56327",27
"GO:0032368","GO:0032368","regulation of lipid transport","19/1269","166/28564",0.000154395248531116,0.00578982181991686,0.00491859148891984,"19701/11807/78896/14077/13118/13119/13117/20750/66437/16846/11812/12623/384783/12306/217258/18976/12257/83433/16891",19
"GO:0010466","GO:0010466","negative regulation of peptidase activity","26/1269","267/28564",0.000162016869051937,0.00603254299661469,0.00512478890760029,"11905/19225/67701/21857/20713/20319/20731/23980/14080/232345/68845/67866/17751/78688/16426/12955/78709/11799/66222/20701/20700/20702/20704/271047/20715/74116",26
"GO:0006122","GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","5/1269","13/28564",0.000163852915307541,0.00605794229129992,0.00514636621318051,"66576/66594/22272/66152/107197",5
"GO:0031638","GO:0031638","zymogen activation","13/1269","90/28564",0.000168474866470582,0.00618526607671717,0.00525453080041116,"99571/14161/13648/16619/16615/18050/18048/16612/432478/14058/56373/21922/11818",13
"GO:0042060","GO:0042060","wound healing","34/1269","392/28564",0.000172637841645074,0.00629408797664334,0.00534697759539605,"12825/11905/14268/21857/99571/14161/22417/242653/56744/12391/27973/15461/68953/14058/66901/21672/67866/15368/66175/56373/12306/14230/208092/16399/11818/18121/22433/268373/18436/12842/15357/20969/69191/16948",34
"GO:0002082","GO:0002082","regulation of oxidative phosphorylation","7/1269","28/28564",0.000174847399486469,0.00633068170554455,0.0053780648393769,"56312/12865/102060/66148/12866/67267/11474",7
"GO:0030048","GO:0030048","actin filament-based movement","16/1269","128/28564",0.000181066800231634,0.00646901794528129,0.00549558476875325,"57814/21956/98660/227753/66240/12373/16511/12391/56188/20266/17904/216459/20855/21924/17918/238161",16
"GO:0017004","GO:0017004","cytochrome complex assembly","8/1269","37/28564",0.000181132502467876,0.00646901794528129,0.00549558476875325,"68033/13057/100503890/66487/66379/67267/66836/107197",8
"GO:0010948","GO:0010948","negative regulation of cell cycle process","28/1269","300/28564",0.000189857589448394,0.00673481313921669,0.00572138411445837,"76843/66977/13555/12235/20878/56292/107995/52276/70103/93695/18817/68953/12534/70045/22137/67629/118454/70385/11799/12189/68067/20877/268465/268697/26425/12449/67052/100502766",28
"GO:0003015","GO:0003015","heart process","25/1269","255/28564",0.000193184492032098,0.00677729224166449,0.00575747112339497,"57814/17248/21956/98660/17868/68949/227753/66240/12373/20193/16511/23980/70103/12391/56188/20266/14219/74166/244431/20855/21924/17896/17898/238161/223780",25
"GO:1903522","GO:1903522","regulation of blood circulation","26/1269","270/28564",0.000193636921190414,0.00677729224166449,0.00575747112339497,"57814/17248/21956/98660/19225/17868/66240/99571/14161/12373/20193/16511/23980/12391/16846/56188/20266/14219/17390/74166/20855/17896/18436/15357/238161/223780",26
"GO:0045132","GO:0045132","meiotic chromosome segregation","15/1269","116/28564",0.000195433539678428,0.00679487472391885,0.00577240786070058,"66977/12316/215387/12235/20878/69928/18817/12447/234396/22137/12442/21973/268465/72415/67052",15
"GO:0060047","GO:0060047","heart contraction","24/1269","242/28564",0.000216265372339157,0.00746969213671431,0.00634568131995158,"57814/17248/21956/98660/17868/68949/227753/66240/12373/20193/16511/23980/12391/56188/20266/14219/74166/244431/20855/21924/17896/17898/238161/223780",24
"GO:0034381","GO:0034381","plasma lipoprotein particle clearance","8/1269","38/28564",0.000220567083475709,0.00750888366454356,0.00637897545597415,"11807/11812/12623/20288/12306/218203/83433/16891",8
"GO:1903715","GO:1903715","regulation of aerobic respiration","8/1269","38/28564",0.000220567083475709,0.00750888366454356,0.00637897545597415,"56312/12865/102060/66148/12866/67267/11474/56327",8
"GO:1901380","GO:1901380","negative regulation of potassium ion transmembrane transport","7/1269","29/28564",0.000221690851048429,0.00750888366454356,0.00637897545597415,"57814/66240/12373/16511/12391/11936/11472",7
"GO:0009410","GO:0009410","response to xenobiotic stimulus","30/1269","335/28564",0.000235316645457858,0.00791931018367791,0.00672764255603876,"15559/14859/94284/55990/14262/19701/13555/20319/14863/18669/78894/16511/13094/384724/27973/68458/13115/17390/14629/17967/14860/235674/11670/320472/22433/11624/18171/22042/100043108/14869",30
"GO:0006000","GO:0006000","fructose metabolic process","5/1269","14/28564",0.000245563864395833,0.00821153049731287,0.00697589067009817,"18639/16548/11677/14120/26358",5
"GO:0086003","GO:0086003","cardiac muscle cell contraction","11/1269","71/28564",0.000281677887712703,0.00935955006640311,0.0079511606278396,"57814/98660/227753/66240/12373/16511/12391/56188/20266/20855/238161",11
"GO:0007292","GO:0007292","female gamete generation","19/1269","174/28564",0.000284609202825008,0.00939747367818423,0.0079833776389908,"74229/12316/19225/215387/20878/22417/11576/16846/19242/18817/244551/22137/12442/21973/217216/268697/381022/67052/74377",19
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","17/1269","147/28564",0.000297092661967883,0.00974835297082115,0.00828145795235473,"76843/66977/12235/107995/52276/18817/12534/22137/67629/70385/11799/12189/68067/20877/268465/268697/67052",17
"GO:1901342","GO:1901342","regulation of vasculature development","28/1269","309/28564",0.000308696643706699,0.0100661949034793,0.00855147224181291,"329278/21939/20319/246691/20193/22417/100952/56221/16846/19242/11489/15368/16854/18746/20698/12189/20692/11818/22433/18053/20304/18654/223780/109901/12741/56299/68545/240185",28
"GO:0032963","GO:0032963","collagen metabolic process","15/1269","121/28564",0.000311942208179359,0.0101092382280348,0.00858803857086385,"14268/18128/13038/26561/22417/100952/12843/52377/14219/17390/76293/216725/17534/12842/210719",15
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","30/1269","342/28564",0.000334629022019326,0.0107779286233219,0.0091561069828601,"108000/76843/66977/13555/68612/12235/107995/52276/66993/93695/12055/18817/12534/19186/22137/67629/118454/70385/11799/12189/68067/66156/20877/268697/20135/18763/11629/67052/12532/67849",30
"GO:0010288","GO:0010288","response to lead ion","5/1269","15/28564",0.000354894545290836,0.0113609534315664,0.00965140043900689,"17967/20701/20700/20702/20704",5
"GO:0009636","GO:0009636","response to toxic substance","16/1269","136/28564",0.000364233781608987,0.0115892566875587,0.00984534949076414,"14859/11898/14863/18669/21743/56312/20266/268345/21672/17751/17750/17748/118454/76113/20304/26358",16
"GO:0051225","GO:0051225","spindle assembly","15/1269","123/28564",0.000373033322061681,0.0117977406073724,0.0100224615445488,"12316/72119/20878/107995/52276/18817/68953/12442/11799/208092/54141/20877/26934/67052/100502766",15
"GO:0010984","GO:0010984","regulation of lipoprotein particle clearance","6/1269","23/28564",0.000399605406893529,0.012413777433083,0.0105457994955334,"11812/12623/12306/218203/83433/16891",6
"GO:0032095","GO:0032095","regulation of response to food","6/1269","23/28564",0.000399605406893529,0.012413777433083,0.0105457994955334,"66208/14118/109648/16846/17751/12424",6
"GO:0090231","GO:0090231","regulation of spindle checkpoint","6/1269","23/28564",0.000399605406893529,0.012413777433083,0.0105457994955334,"20878/52276/11799/20877/268697/67052",6
"GO:0007006","GO:0007006","mitochondrial membrane organization","14/1269","111/28564",0.000408926523438758,0.012628613223844,0.0107283076149227,"67067/78617/30059/11983/66098/103172/30055/67184/78688/14629/224904/66400/52538/107197",14
"GO:0042176","GO:0042176","regulation of protein catabolic process","31/1269","364/28564",0.000446437594778387,0.013706417383547,0.0116439279105942,"76843/17248/20878/21857/230904/107995/242669/269695/56312/11865/18817/67903/76294/67184/382035/52033/19186/14629/192653/12306/208092/78943/18673/27681/218203/66222/15357/217410/83433/18763/68545",31
"GO:2000179","GO:2000179","positive regulation of neural precursor cell proliferation","11/1269","75/28564",0.00045843750116243,0.0139930051226904,0.0118873910185142,"12316/14725/269344/329559/18128/66993/14371/244667/118454/18121/18053",11
"GO:0033559","GO:0033559","unsaturated fatty acid metabolic process","16/1269","139/28564",0.000465709925232301,0.0141328156501132,0.0120061633903819,"19225/19215/14863/13118/13119/13117/67103/13094/384724/625249/20698/11686/105387/64385/100043108/14869",16
"GO:0001558","GO:0001558","regulation of cell growth","37/1269","464/28564",0.000475583666510058,0.0143495071791828,0.0121902480036486,"14268/22403/20319/12904/83409/360213/56742/21923/19415/68567/12391/23991/232854/13115/216233/67866/67184/13057/17751/244667/12955/20698/11858/12189/22433/18673/238161/20403/116838/109075/26425/27281/20357/381101/74116/14297/240514",37
"GO:2000177","GO:2000177","regulation of neural precursor cell proliferation","15/1269","126/28564",0.000483801362629322,0.0145140408788797,0.0123300232990101,"12316/14725/269344/329559/18128/66993/14371/19242/57754/58198/244667/20419/118454/18121/18053",15
"GO:0045787","GO:0045787","positive regulation of cell cycle","30/1269","350/28564",0.000492188264437427,0.0146817522062301,0.0124724980647212,"76843/215387/68612/20878/56742/22417/52276/66993/54392/23980/69871/19362/56312/12534/14219/67903/20698/11799/12189/54141/66156/20877/268697/20135/26934/18763/11629/67052/12532/67849",30
"GO:1905906","GO:1905906","regulation of amyloid fibril formation","5/1269","16/28564",0.000497381033985879,0.0147528272792422,0.0125328780315086,"12955/56612/14976/83433/67199",5
"GO:0051882","GO:0051882","mitochondrial depolarization","6/1269","24/28564",0.000512898321662063,0.0149608823602773,0.0127096257765403,"17926/11983/14629/12424/18053/12257",6
"GO:1901017","GO:1901017","negative regulation of potassium ion transmembrane transporter activity","6/1269","24/28564",0.000512898321662063,0.0149608823602773,0.0127096257765403,"57814/66240/12373/12391/11936/11472",6
"GO:0043467","GO:0043467","regulation of generation of precursor metabolites and energy","17/1269","154/28564",0.00051294453806665,0.0149608823602773,0.0127096257765403,"15483/18639/16548/56312/12865/12534/102060/384783/66148/12866/17918/69183/268697/18976/67267/11474/56327",17
"GO:0042632","GO:0042632","cholesterol homeostasis","13/1269","101/28564",0.000533687552342287,0.0153286377255161,0.0130220427153908,"11807/13123/14077/12391/12623/14377/22433/237636/218203/12257/223920/54219/16891",13
"GO:0045861","GO:0045861","negative regulation of proteolysis","31/1269","368/28564",0.000536669298376436,0.0153286377255161,0.0130220427153908,"11905/19225/67701/21857/20713/20319/20731/23980/14080/232345/68845/67903/67866/382035/17751/78688/52033/16426/56373/12955/192653/78709/11799/66222/20701/20700/20702/20704/271047/20715/74116",31
"GO:0071466","GO:0071466","cellular response to xenobiotic stimulus","19/1269","183/28564",0.000537181234985377,0.0153286377255161,0.0130220427153908,"14859/94284/55990/14262/13555/14863/16511/13094/384724/27973/68458/14860/235674/320472/11624/18171/22042/100043108/14869",19
"GO:0007143","GO:0007143","female meiotic nuclear division","8/1269","43/28564",0.00053723225552285,0.0153286377255161,0.0130220427153908,"215387/20878/18817/22137/12442/21973/67052/74377",8
"GO:0001822","GO:0001822","kidney development","29/1269","336/28564",0.000541854585085495,0.0153769544416154,0.0130630889161152,"14859/108000/19701/14725/14118/18128/214133/55994/13118/13119/13117/22417/12733/20750/11677/58198/12931/20897/72077/18121/407785/13003/18654/22270/22422/18763/19197/381157/15201",29
"GO:0045765","GO:0045765","regulation of angiogenesis","27/1269","305/28564",0.000562607351750454,0.0158149065508234,0.0134351396603185,"329278/21939/20319/246691/20193/100952/56221/16846/19242/11489/15368/16854/18746/20698/12189/20692/11818/22433/18053/20304/18654/223780/109901/12741/56299/68545/240185",27
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","22/1269","228/28564",0.000565118287727093,0.0158149065508234,0.0134351396603185,"15559/252864/18128/76089/99571/14161/24047/384009/56221/93695/109648/23991/15461/14219/17751/20307/18673/20304/20305/15357/83433/72514",22
"GO:0070371","GO:0070371","ERK1 and ERK2 cascade","30/1269","353/28564",0.000566324272677104,0.0158149065508234,0.0134351396603185,"15559/14268/252864/18128/76089/99571/14161/404710/24047/384009/100952/56221/93695/109648/23991/15461/14219/17751/15209/20307/22433/18673/20304/20305/15357/72373/83433/24066/72514/14869",30
"GO:0055092","GO:0055092","sterol homeostasis","13/1269","102/28564",0.000587193673123865,0.0163109353645518,0.0138565279477907,"11807/13123/14077/12391/12623/14377/22433/237636/218203/12257/223920/54219/16891",13
"GO:0051604","GO:0051604","protein maturation","31/1269","371/28564",0.000614533202035462,0.0168106892561177,0.0142810807775781,"11905/19701/56264/227753/56292/99571/14161/242939/57816/50765/13648/16619/16615/18050/18048/16612/66162/55987/432478/102115/14058/21892/12876/78688/66320/56373/624219/21922/216725/11818/14297",31
"GO:0001676","GO:0001676","long-chain fatty acid metabolic process","15/1269","129/28564",0.000621543499304942,0.0168106892561177,0.0142810807775781,"19225/14863/13118/13119/13117/13094/384724/625249/94180/17918/20698/11686/64385/100043108/14869",15
"GO:0061448","GO:0061448","connective tissue development","27/1269","307/28564",0.000621837639211863,0.0168106892561177,0.0142810807775781,"12825/17978/212712/93691/15434/20204/18128/20319/13038/55994/16846/17313/15400/15461/14219/234356/20855/66175/114679/18121/22433/12842/22422/18763/12393/16948/210719",27
