"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:2001251","GO:2001251","negative regulation of chromosome organization","17/1061","99/28905",1.13855949200428e-07,6.55227102776612e-06,5.71618250735398e-06,"66977/12235/76464/56292/107995/52276/434175/18817/22137/67629/21973/69535/70385/11799/20877/268697/67052",17
"GO:0090068","GO:0090068","positive regulation of cell cycle process","30/1061","275/28905",1.19244137742623e-07,6.7796757350294e-06,5.91456972367027e-06,"76843/215387/68612/12235/20878/76464/22417/107995/52276/66993/54392/23980/69871/19362/434175/12447/12534/67903/20698/11799/54141/66156/20877/268697/20135/26934/11629/67052/12532/67849",30
"GO:0033044","GO:0033044","regulation of chromosome organization","28/1061","247/28905",1.40150108855486e-07,7.87343290106e-06,6.86876034754144e-06,"66977/215387/68612/12235/76464/56292/107995/52276/21335/66993/54392/434175/69714/12055/18817/12534/22137/67629/21973/69535/70385/11799/66156/20877/268697/75329/223970/67052",28
"GO:0051784","GO:0051784","negative regulation of nuclear division","14/1061","71/28905",2.53152890791654e-07,1.40544528428919e-05,1.22610644691784e-05,"66977/12235/76464/107995/52276/434175/18817/22137/67629/70385/11799/20877/268697/67052",14
"GO:0051988","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","8/1061","21/28905",4.26543243075384e-07,2.34053205124737e-05,2.04187346838168e-05,"51944/52276/434175/11799/54141/20877/268697/26934",8
"GO:0044772","GO:0044772","mitotic cell cycle phase transition","39/1061","442/28905",4.86250588302014e-07,2.63749025999679e-05,2.30093896049507e-05,"108000/76843/66977/13555/68612/12235/76464/12428/404710/107995/52276/21335/66993/14235/434175/12055/18817/12447/68953/12534/19186/22137/67629/12442/118454/70385/11799/12189/68067/66156/20877/268697/20135/12449/11629/67052/12532/68431/67849",39
"GO:0000281","GO:0000281","mitotic cytokinesis","14/1061","81/28905",1.36346835224212e-06,7.31159903889837e-05,6.37861809284562e-05,"404710/16765/52276/12615/18817/68953/80986/68743/11799/208092/20877/26934/19348/74107",14
"GO:0046394","GO:0046394","carboxylic acid biosynthetic process","31/1061","325/28905",1.41345256368676e-06,7.49447488543576e-05,6.53815845840204e-05,"266645/66447/19225/11898/19215/15108/236539/26922/13118/13119/13117/257635/109900/16832/12035/11677/11812/12036/23887/338521/94180/18746/19659/20698/12189/11686/72562/12116/16891/329008/14869",31
"GO:0045787","GO:0045787","positive regulation of cell cycle","33/1061","359/28905",1.48765584313896e-06,7.80027547085861e-05,6.80493801463915e-05,"76843/215387/68612/12235/20878/76464/56742/22417/107995/52276/66993/54392/23980/69871/19362/434175/56312/12447/12534/67903/20698/11799/12189/54141/66156/20877/268697/20135/26934/11629/67052/12532/67849",33
"GO:0016053","GO:0016053","organic acid biosynthetic process","31/1061","328/28905",1.71579393780594e-06,8.89761713462223e-05,7.76225574408216e-05,"266645/66447/19225/11898/19215/15108/236539/26922/13118/13119/13117/257635/109900/16832/12035/11677/11812/12036/23887/338521/94180/18746/19659/20698/12189/11686/72562/12116/16891/329008/14869",31
"GO:0090231","GO:0090231","regulation of spindle checkpoint","8/1061","25/28905",1.98891621268411e-06,0.000102004382877411,8.89883319243716e-05,"20878/76464/52276/434175/11799/20877/268697/67052",8
"GO:0010948","GO:0010948","negative regulation of cell cycle process","30/1061","314/28905",2.01025802237746e-06,0.000102004382877411,8.89883319243716e-05,"76843/66977/13555/12235/20878/76464/56292/107995/52276/70103/434175/18817/68953/12534/56419/70045/22137/67629/118454/70385/11799/12189/68067/20877/268465/268697/26425/12449/67052/100502766",30
"GO:0006941","GO:0006941","striated muscle contraction","21/1061","178/28905",2.62422185921076e-06,0.000131741520783145,0.000114930925995222,"57814/21956/98660/17868/11435/68949/227753/66240/12373/16511/12391/21955/56188/20266/21953/74166/20855/21924/17896/56012/11474",21
"GO:0030199","GO:0030199","collagen fibril organization","12/1061","63/28905",2.66487720113102e-06,0.000132374268548813,0.000115482933336548,"12825/56429/20319/100952/12843/237360/12833/12822/12306/14230/216725/12842",12
"GO:0007093","GO:0007093","mitotic cell cycle checkpoint signaling","19/1061","152/28905",3.29529470597499e-06,0.000161984330390583,0.00014131466661259,"76843/66977/12235/76464/107995/52276/434175/18817/12534/22137/67629/70385/11799/12189/68067/20877/268465/268697/67052",19
"GO:1903046","GO:1903046","meiotic cell cycle process","25/1061","242/28905",3.54827952661993e-06,0.000172621969959994,0.000150594912952909,"66977/12316/215387/20878/76464/69928/22417/107995/19362/18817/12447/54427/17218/234396/102632837/22137/12442/21973/11799/60530/268465/72415/67052/74377/12532",25
"GO:0006936","GO:0006936","muscle contraction","30/1061","324/28905",3.79941457953561e-06,0.000182953442865597,0.000159608060371254,"57814/15559/21956/98660/19225/17868/11435/68949/227753/66240/12373/22004/16511/12391/21955/56188/20266/21953/17904/216459/74166/20855/21924/20698/17896/56012/18436/407785/11472/11474",30
"GO:0051383","GO:0051383","kinetochore organization","7/1061","20/28905",4.48494173946911e-06,0.000213782222914694,0.000186502999926249,"66977/12615/66311/218977/26886/60411/67052",7
"GO:0003012","GO:0003012","muscle system process","37/1061","449/28905",4.70000022716315e-06,0.000221793010719829,0.000193491588299317,"57814/15559/17926/21956/98660/19225/17868/11435/68949/227753/66240/12373/22004/16511/12391/21955/56188/20266/21953/17904/216459/12833/13057/74166/78688/20855/21924/20698/17896/56012/18436/407785/17993/11472/11629/74116/11474",37
"GO:0140013","GO:0140013","meiotic nuclear division","23/1061","215/28905",4.80513048410464e-06,0.000224509017371186,0.000195861024735104,"66977/12316/215387/20878/76464/69928/22417/107995/19362/18817/12447/54427/234396/102632837/22137/12442/21973/11799/60530/268465/72415/67052/74377",23
"GO:1905820","GO:1905820","positive regulation of chromosome separation","8/1061","28/28905",5.18173578691678e-06,0.000239731482141768,0.000209141059469882,"215387/68612/107995/52276/54392/11799/66156/20877",8
"GO:1901990","GO:1901990","regulation of mitotic cell cycle phase transition","31/1061","347/28905",5.49425249573029e-06,0.000251722111916032,0.000219601650595822,"108000/76843/66977/13555/68612/12235/76464/107995/52276/66993/434175/12055/18817/12447/12534/19186/22137/67629/118454/70385/11799/12189/68067/66156/20877/268697/20135/11629/67052/12532/67849",31
"GO:0044771","GO:0044771","meiotic cell cycle phase transition","6/1061","14/28905",5.62193991373105e-06,0.000255095523585546,0.000222544605289495,"76464/107995/22137/12442/67052/12532",6
"GO:0051235","GO:0051235","maintenance of location","32/1061","366/28905",6.1064929668134e-06,0.000274443241051356,0.000239423498678769,"15559/66915/12316/14118/67885/227753/666244/19241/58869/12373/65959/24047/21335/19240/13198/103172/13057/17751/74166/20288/78688/68680/20259/12257/223920/105785/432995/83433/66968/66400/14297/56327",32
"GO:0000075","GO:0000075","cell cycle checkpoint signaling","22/1061","205/28905",7.28899492606822e-06,0.000324497802416188,0.000283090954874407,"76843/66977/13555/12235/20878/76464/107995/52276/434175/18817/12534/56419/22137/67629/70385/11799/12189/68067/20877/268465/268697/67052",22
"GO:0060048","GO:0060048","cardiac muscle contraction","17/1061","134/28905",8.73914298189177e-06,0.00038542070777147,0.000336239923287543,"57814/21956/98660/17868/68949/227753/66240/12373/16511/12391/56188/20266/21953/74166/20855/21924/17896",17
"GO:0051984","GO:0051984","positive regulation of chromosome segregation","8/1061","30/28905",9.14107192803435e-06,0.000396883087283203,0.000346239670395067,"215387/52276/54392/434175/12534/11799/20877/268697",8
"GO:0090266","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","7/1061","22/28905",9.25135401592547e-06,0.000396883087283203,0.000346239670395067,"76464/52276/434175/11799/20877/268697/67052",7
"GO:1903504","GO:1903504","regulation of mitotic spindle checkpoint","7/1061","22/28905",9.25135401592547e-06,0.000396883087283203,0.000346239670395067,"76464/52276/434175/11799/20877/268697/67052",7
"GO:0072524","GO:0072524","pyridine-containing compound metabolic process","21/1061","193/28905",9.42938508575198e-06,0.000400876290267239,0.000349723329259137,"266645/15483/18639/74246/16548/17448/16832/56312/21351/12833/66171/21881/18113/18746/14635/11676/67880/12409/56012/11474/56327",21
"GO:0070585","GO:0070585","protein localization to mitochondrion","15/1061","108/28905",9.66415086610595e-06,0.000407188642296018,0.000355230207117861,"67067/30059/52838/67749/11983/100038882/12017/66169/66437/13198/30055/67184/78688/66148/12257",15
"GO:0030282","GO:0030282","bone mineralization","17/1061","138/28905",1.29709398933937e-05,0.000541680224397564,0.000472560278743015,"19225/22417/100038882/20750/231633/14371/12843/17313/19242/13115/12833/102657/21922/237928/66695/11474/68431",17
"GO:1901987","GO:1901987","regulation of cell cycle phase transition","36/1061","453/28905",1.39264100895169e-05,0.00057648008081079,0.000502919573962147,"108000/76843/66977/13555/75083/68612/12235/20878/76464/107995/52276/66993/434175/12055/18817/12447/12534/56419/70045/19186/22137/67629/118454/70385/11799/12189/68067/66156/20877/268465/268697/20135/11629/67052/12532/67849",36
"GO:0051346","GO:0051346","negative regulation of hydrolase activity","29/1061","329/28905",1.40571070174456e-05,0.000576830330568051,0.000503225130848785,"11905/11807/19225/67701/21857/20713/20319/11983/20731/23980/76571/69871/14080/11812/68845/15461/67866/78688/16426/12955/78709/624219/11799/66222/14938/20715/66968/74116/56327",29
"GO:0051225","GO:0051225","spindle assembly","16/1061","125/28905",1.42221867801299e-05,0.000578573270822698,0.000504745666942722,"12316/72119/20878/107995/52276/18817/68953/12442/11799/208092/54141/20877/26934/18140/67052/100502766",16
"GO:1901992","GO:1901992","positive regulation of mitotic cell cycle phase transition","14/1061","99/28905",1.54065449214344e-05,0.000621397311831187,0.000542105237856319,"76843/68612/107995/66993/434175/12447/12534/11799/66156/268697/20135/11629/12532/67849",14
"GO:0044839","GO:0044839","cell cycle G2/M phase transition","18/1061","155/28905",1.65797503985718e-05,0.000663049509583563,0.000578442496064357,"108000/76843/75083/12428/66993/14235/434175/18817/12534/12442/11799/12189/68067/20877/268697/67052/12532/68431",18
"GO:0051315","GO:0051315","attachment of mitotic spindle microtubules to kinetochore","7/1061","24/28905",1.76048373111684e-05,0.000698127960263898,0.00060904483612543,"66977/73804/52276/11799/20877/67052/66468",7
"GO:0061982","GO:0061982","meiosis I cell cycle process","17/1061","142/28905",1.89445711599818e-05,0.000744995260866286,0.000649931735146394,"20878/76464/69928/107995/19362/18817/12447/54427/234396/102632837/12442/21973/11799/268465/67052/74377/12532",17
"GO:0030261","GO:0030261","chromosome condensation","9/1061","43/28905",2.14028086937381e-05,0.000834709539055785,0.000728198214886556,"215387/54392/243529/12534/21973/14957/50708/268697/67849",9
"GO:0070252","GO:0070252","actin-mediated cell contraction","14/1061","102/28905",2.17721782307272e-05,0.00084215499238362,0.000734693607078292,"57814/21956/98660/227753/66240/12373/16511/12391/56188/20266/17904/216459/20855/21924",14
"GO:1901970","GO:1901970","positive regulation of mitotic sister chromatid separation","6/1061","18/28905",3.06286297491106e-05,0.00117509352671588,0.00102514823233865,"68612/107995/52276/11799/66156/20877",6
"GO:0007064","GO:0007064","mitotic sister chromatid cohesion","7/1061","26/28905",3.13766746134604e-05,0.00118555918458926,0.00103427844233917,"12235/56292/107995/71988/72107/72415/67849",7
"GO:1901989","GO:1901989","positive regulation of cell cycle phase transition","15/1061","119/28905",3.14038775320317e-05,0.00118555918458926,0.00103427844233917,"76843/68612/20878/107995/66993/434175/12447/12534/11799/66156/268697/20135/11629/12532/67849",15
"GO:0045786","GO:0045786","negative regulation of cell cycle","32/1061","401/28905",3.78575316329054e-05,0.00141785469663239,0.00123693238275934,"76843/66977/19225/13555/12235/20878/76464/56292/107995/52276/70103/434175/56312/18817/68953/12534/56419/70045/22137/67629/118454/70385/11799/12189/68067/20877/268465/268697/26425/12449/67052/100502766",32
"GO:0002082","GO:0002082","regulation of oxidative phosphorylation","7/1061","27/28905",4.10200598206361e-05,0.00151813517350997,0.00132441678401925,"56312/12865/102060/66148/12866/67267/11474",7
"GO:0061640","GO:0061640","cytoskeleton-dependent cytokinesis","14/1061","108/28905",4.17477099775534e-05,0.00151813517350997,0.00132441678401925,"404710/16765/52276/12615/18817/68953/80986/68743/11799/208092/20877/26934/19348/74107",14
"GO:0042989","GO:0042989","sequestering of actin monomers","5/1061","12/28905",4.21436125725379e-05,0.00151813517350997,0.00132441678401925,"227753/666244/19241/19240/20259",5
"GO:0051231","GO:0051231","spindle elongation","5/1061","12/28905",4.21436125725379e-05,0.00151813517350997,0.00132441678401925,"16571/52276/11799/20877/26934",5
"GO:1905907","GO:1905907","negative regulation of amyloid fibril formation","5/1061","12/28905",4.21436125725379e-05,0.00151813517350997,0.00132441678401925,"12955/56612/14976/83433/67199",5
"GO:0046496","GO:0046496","nicotinamide nucleotide metabolic process","19/1061","182/28905",4.39140634764338e-05,0.00156992776928251,0.00136960049646198,"15483/18639/74246/16548/17448/16832/56312/21351/12833/66171/21881/18746/14635/11676/67880/12409/56012/11474/56327",19
"GO:1901991","GO:1901991","negative regulation of mitotic cell cycle phase transition","19/1061","183/28905",4.73458855306324e-05,0.00167988897608311,0.00146553033882314,"76843/66977/12235/76464/107995/52276/434175/18817/12534/22137/67629/118454/70385/11799/12189/68067/20877/268697/67052",19
"GO:1903715","GO:1903715","regulation of aerobic respiration","8/1061","37/28905",4.80021239583931e-05,0.00169046285790789,0.00147475496308936,"56312/12865/102060/66148/12866/67267/11474/56327",8
"GO:0019362","GO:0019362","pyridine nucleotide metabolic process","19/1061","184/28905",5.10140036675522e-05,0.00177947924181071,0.00155241260184956,"15483/18639/74246/16548/17448/16832/56312/21351/12833/66171/21881/18746/14635/11676/67880/12409/56012/11474/56327",19
"GO:0044282","GO:0044282","small molecule catabolic process","29/1061","353/28905",5.128399594962e-05,0.00177947924181071,0.00155241260184956,"266645/67885/15108/74246/64059/11409/257635/16548/17766/14080/12035/110826/12036/13115/14317/18746/235674/14635/67880/80879/56012/56727/26912/66968/64385/52538/11474/26358/14544",29
"GO:1901976","GO:1901976","regulation of cell cycle checkpoint","9/1061","48/28905",5.39984704269114e-05,0.00185999110908463,0.00162265092462275,"20878/76464/52276/434175/11799/12189/20877/268697/67052",9
"GO:0007006","GO:0007006","mitochondrial membrane organization","14/1061","111/28905",5.67366447049553e-05,0.00194014656784554,0.00169257831762838,"67067/78617/30059/11983/66098/103172/30055/67184/78688/224904/66400/52538/14297/107197",14
"GO:1901136","GO:1901136","carbohydrate derivative catabolic process","24/1061","268/28905",5.84672209058314e-05,0.0019698409506564,0.00171848361227672,"18639/230904/74246/16548/17766/56312/66422/21946/233038/192188/12833/18746/14635/15366/11676/56012/50773/64705/109901/381101/11474/26358/14544/56327",24
"GO:0007007","GO:0007007","inner mitochondrial membrane organization","8/1061","38/28905",5.88572947748574e-05,0.0019698409506564,0.00171848361227672,"67067/30059/66098/103172/30055/67184/224904/107197",8
"GO:0017004","GO:0017004","cytochrome complex assembly","8/1061","38/28905",5.88572947748574e-05,0.0019698409506564,0.00171848361227672,"68033/13057/100503890/66487/66379/67267/66836/107197",8
"GO:0090307","GO:0090307","mitotic spindle assembly","11/1061","72/28905",6.02008137996106e-05,0.00200061718535467,0.00174533271141792,"72119/107995/52276/18817/68953/11799/208092/20877/26934/18140/100502766",11
"GO:0045185","GO:0045185","maintenance of protein location","13/1061","98/28905",6.10132558148228e-05,0.00201343744188915,0.00175651706655703,"66915/14118/227753/666244/19241/58869/21335/19240/103172/20259/12257/105785/56327",13
"GO:0003015","GO:0003015","heart process","23/1061","252/28905",6.18421675531054e-05,0.00202661936585489,0.00176801693932891,"57814/21956/98660/17868/68949/227753/66240/12373/20193/16511/23980/70103/12391/56188/20266/21953/74166/244431/20855/21924/17896/17898/223780",23
"GO:0051258","GO:0051258","protein polymerization","25/1061","287/28905",6.49801994115362e-05,0.00211476938636579,0.00184491876514351,"241112/72119/68612/68475/227753/666244/19241/12373/56742/16765/56221/231830/19240/12391/58804/68953/625249/67971/56419/19200/20259/110308/11629/14544/56327",25
"GO:0006122","GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c","5/1061","13/28905",6.64109846669007e-05,0.00211752322056152,0.00184732120222083,"66576/66594/22272/66152/107197",5
"GO:0051987","GO:0051987","positive regulation of attachment of spindle microtubules to kinetochore","5/1061","13/28905",6.64109846669007e-05,0.00211752322056152,0.00184732120222083,"52276/434175/11799/20877/268697",5
"GO:0090232","GO:0090232","positive regulation of spindle checkpoint","5/1061","13/28905",6.64109846669007e-05,0.00211752322056152,0.00184732120222083,"76464/52276/11799/20877/67052",5
"GO:0072655","GO:0072655","establishment of protein localization to mitochondrion","13/1061","99/28905",6.79072935080094e-05,0.00215070146351877,0.00187626580649823,"67067/30059/52838/67749/11983/66169/66437/13198/30055/67184/78688/66148/12257",13
"GO:1901988","GO:1901988","negative regulation of cell cycle phase transition","24/1061","271/28905",6.96736770018362e-05,0.00219193387847777,0.00191223684739776,"76843/66977/13555/12235/20878/76464/107995/52276/434175/18817/12534/56419/70045/22137/67629/118454/70385/11799/12189/68067/20877/268465/268697/67052",24
"GO:0060047","GO:0060047","heart contraction","22/1061","240/28905",8.30553471299162e-05,0.00259561710666274,0.00226440894126945,"57814/21956/98660/17868/68949/227753/66240/12373/20193/16511/23980/12391/56188/20266/21953/74166/244431/20855/21924/17896/17898/223780",22
"GO:0043467","GO:0043467","regulation of generation of precursor metabolites and energy","17/1061","161/28905",9.44659624336147e-05,0.00293279524160676,0.00255856218197969,"15483/18639/16548/14004/434175/56312/12865/12534/102060/66148/12866/69183/268697/18976/67267/11474/56327",17
"GO:0008217","GO:0008217","regulation of blood pressure","21/1061","226/28905",9.84481158126731e-05,0.00303644874849676,0.00264898920497671,"19701/98660/19225/50706/100952/12843/71660/109648/13648/16619/16615/18050/18048/16612/13057/17227/276952/18436/18654/18976/223780",21
"GO:0006000","GO:0006000","fructose metabolic process","5/1061","14/28905",0.000100182676196439,0.0030698834348766,0.00267815752976264,"18639/16548/11677/14120/26358",5
"GO:0032506","GO:0032506","cytokinetic process","8/1061","41/28905",0.000104317188343821,0.00317595362448058,0.00277069285984844,"404710/68953/68743/208092/20877/26934/19348/74107",8
"GO:0051882","GO:0051882","mitochondrial depolarization","7/1061","31/28905",0.00010684552072474,0.00323207700192339,0.00281965473383576,"17926/11983/11657/12833/12424/18053/12257",7
"GO:1902904","GO:1902904","negative regulation of supramolecular fiber organization","18/1061","179/28905",0.000112029201457506,0.00336729809985969,0.00293762123298898,"17926/72119/227753/666244/19241/16765/100952/19240/12391/23991/80986/56419/12955/20259/56612/14976/83433/67199",18
"GO:0045931","GO:0045931","positive regulation of mitotic cell cycle","15/1061","134/28905",0.000124579569908374,0.00372082905314948,0.00324604062566057,"76843/68612/107995/66993/434175/12447/12534/20698/11799/66156/268697/20135/11629/12532/67849",15
"GO:0030239","GO:0030239","myofibril assembly","11/1061","78/28905",0.000126855205083732,0.00376496674710773,0.00328454622365094,"13007/21956/17868/98932/12373/242702/12391/21955/16669/11472/18175",11
"GO:0031109","GO:0031109","microtubule polymerization or depolymerization","15/1061","135/28905",0.000135475813843762,0.00399568978455444,0.00348582834172994,"72119/68475/56742/16765/73804/12391/23991/80986/67971/56419/12955/70218/66468/14544/56327",15
"GO:0007127","GO:0007127","meiosis I","15/1061","136/28905",0.000147190785541995,0.00431424420479921,0.00376373430699406,"20878/76464/69928/19362/18817/12447/54427/234396/102632837/12442/21973/11799/268465/67052/74377",15
"GO:0045214","GO:0045214","sarcomere organization","9/1061","55/28905",0.00016270640820471,0.00473957740937053,0.00413479377835361,"13007/21956/17868/12373/242702/12391/21955/16669/11472",9
"GO:0031214","GO:0031214","biomineral tissue development","18/1061","185/28905",0.000170120970744524,0.00492515865609452,0.0042966943272963,"19225/22417/100038882/20750/231633/14371/12843/17313/19242/13115/12833/102657/21922/12842/237928/66695/11474/68431",18
"GO:0006626","GO:0006626","protein targeting to mitochondrion","11/1061","81/28905",0.000178929483196258,0.00511738321941297,0.00446439048663836,"67067/30059/52838/67749/11983/66169/66437/30055/67184/78688/66148",11
"GO:0055002","GO:0055002","striated muscle cell development","11/1061","81/28905",0.000178929483196258,0.00511738321941297,0.00446439048663836,"13007/21956/17868/98932/12373/242702/12391/21955/16669/11472/18175",11
"GO:0051899","GO:0051899","membrane depolarization","13/1061","109/28905",0.000183279767521169,0.00516425701113016,0.00450528304848932,"17926/98660/11435/11983/16511/11657/12391/20266/12833/110902/12424/18053/12257",13
"GO:0071459","GO:0071459","protein localization to chromosome, centromeric region","6/1061","24/28905",0.000183851489271004,0.00516425701113016,0.00450528304848932,"76464/12615/12534/22137/70385/20877",6
"GO:1901380","GO:1901380","negative regulation of potassium ion transmembrane transport","6/1061","24/28905",0.000183851489271004,0.00516425701113016,0.00450528304848932,"57814/66240/12373/16511/12391/11472",6
"GO:0034501","GO:0034501","protein localization to kinetochore","5/1061","16/28905",0.000205581032917497,0.0056059258438499,0.00489059367513121,"76464/12534/22137/70385/20877",5
"GO:0051382","GO:0051382","kinetochore assembly","5/1061","16/28905",0.000205581032917497,0.0056059258438499,0.00489059367513121,"12615/66311/218977/26886/60411",5
"GO:1901978","GO:1901978","positive regulation of cell cycle checkpoint","5/1061","16/28905",0.000205581032917497,0.0056059258438499,0.00489059367513121,"76464/52276/11799/20877/67052",5
"GO:1903083","GO:1903083","protein localization to condensed chromosome","5/1061","16/28905",0.000205581032917497,0.0056059258438499,0.00489059367513121,"76464/12534/22137/70385/20877",5
"GO:1905906","GO:1905906","regulation of amyloid fibril formation","5/1061","16/28905",0.000205581032917497,0.0056059258438499,0.00489059367513121,"12955/56612/14976/83433/67199",5
"GO:0007143","GO:0007143","female meiotic nuclear division","8/1061","45/28905",0.000206702923676602,0.0056059258438499,0.00489059367513121,"215387/20878/18817/22137/12442/21973/67052/74377",8
"GO:0000910","GO:0000910","cytokinesis","18/1061","189/28905",0.000222168094166306,0.00599092135069027,0.00522646265434239,"20878/404710/16765/52276/12615/18817/68953/67903/80986/56419/19200/68743/11799/208092/20877/26934/19348/74107",18
"GO:1902600","GO:1902600","proton transmembrane transport","13/1061","113/28905",0.000263082540942315,0.00704269336652535,0.00614402555324626,"98660/67126/57423/11958/57816/66144/66043/75406/11936/69602/71679/11951/28080",13
"GO:0030048","GO:0030048","actin filament-based movement","14/1061","128/28905",0.000264156966703748,0.00704269336652535,0.00614402555324626,"57814/21956/98660/227753/66240/12373/16511/12391/56188/20266/17904/216459/20855/21924",14
"GO:0006631","GO:0006631","fatty acid metabolic process","33/1061","465/28905",0.000266239215264787,0.00705833065637377,0.00615766748019269,"66447/19225/67885/19215/15108/14077/26922/13118/13119/13117/67103/11409/14080/110826/51798/11812/23887/625249/338521/94180/235674/20698/69183/12189/11686/407785/66968/66400/64385/52538/16891/100043108/14869",33
"GO:0086003","GO:0086003","cardiac muscle cell contraction","10/1061","72/28905",0.000289414717635789,0.00762987738839826,0.00665628321478136,"57814/98660/227753/66240/12373/16511/12391/56188/20266/20855",10
"GO:0072677","GO:0072677","eosinophil migration","6/1061","26/28905",0.000295349491104477,0.00774307915845571,0.00675504011526088,"56221/16854/20307/217303/20304/20305",6
"GO:0030049","GO:0030049","muscle filament sliding","4/1061","10/28905",0.000317457140727165,0.00818623085842345,0.00714164439104942,"21956/17904/216459/21924",4
"GO:0045039","GO:0045039","protein insertion into mitochondrial inner membrane","4/1061","10/28905",0.000317457140727165,0.00818623085842345,0.00714164439104942,"67067/30059/30055/67184",4
"GO:0051255","GO:0051255","spindle midzone assembly","4/1061","10/28905",0.000317457140727165,0.00818623085842345,0.00714164439104942,"52276/11799/20877/26934",4
"GO:0045132","GO:0045132","meiotic chromosome segregation","12/1061","102/28905",0.000364237936301148,0.00930134896909558,0.00811447024194083,"66977/12316/215387/20878/76464/18817/12447/22137/12442/21973/72415/67052",12
"GO:1901607","GO:1901607","alpha-amino acid biosynthetic process","9/1061","61/28905",0.000364642839432652,0.00930134896909558,0.00811447024194083,"11898/236539/257635/109900/12035/12036/72562/12116/329008",9
"GO:0034508","GO:0034508","centromere complex assembly","6/1061","27/28905",0.000368015042899859,0.00933689778195934,0.00814548292462564,"12615/66311/218977/26886/66336/60411",6
"GO:2001233","GO:2001233","regulation of apoptotic signaling pathway","31/1061","436/28905",0.000390057330796463,0.00984321146539311,0.00858718953416813,"14373/19225/269344/12235/68949/20319/13038/22417/67397/76571/66437/56312/68845/13198/244551/21672/67184/17390/78688/16854/56295/12189/268373/60530/18053/60597/83433/52538/14297/15201/14869",31
"GO:0010043","GO:0010043","response to zinc ion","7/1061","38/28905",0.000409998183597382,0.0102369387745823,0.00893067611277839,"11898/16548/17751/17750/17748/94045/12925",7
"GO:0019320","GO:0019320","hexose catabolic process","7/1061","38/28905",0.000409998183597382,0.0102369387745823,0.00893067611277839,"74246/16548/18746/14635/56012/11474/26358",7
"GO:0030198","GO:0030198","extracellular matrix organization","25/1061","327/28905",0.000486080454356855,0.0120727034953158,0.0105321920054829,"12825/16780/56429/14268/20319/50706/26561/246228/329941/12819/100952/12843/66650/237360/12833/12822/17390/16854/56373/12306/14230/76293/216725/12842/23794",25
"GO:0048144","GO:0048144","fibroblast proliferation","15/1061","152/28905",0.000495415172832048,0.0122401267046829,0.0106782515345612,"12825/14268/13555/12428/56312/15461/12534/19944/12306/20698/217303/18053/268697/17993/70445",15
"GO:0045229","GO:0045229","external encapsulating structure organization","25/1061","328/28905",0.000508315356060576,0.0124934383606763,0.0108992398988647,"12825/16780/56429/14268/20319/50706/26561/246228/329941/12819/100952/12843/66650/237360/12833/12822/17390/16854/56373/12306/14230/76293/216725/12842/23794",25
"GO:0000086","GO:0000086","G2/M transition of mitotic cell cycle","14/1061","137/28905",0.00053090788810873,0.0129270419433221,0.0112775144244058,"108000/76843/12428/66993/14235/434175/18817/12534/11799/12189/68067/268697/12532/68431",14
"GO:0043062","GO:0043062","extracellular structure organization","25/1061","329/28905",0.000531435926468422,0.0129270419433221,0.0112775144244058,"12825/16780/56429/14268/20319/50706/26561/246228/329941/12819/100952/12843/66650/237360/12833/12822/17390/16854/56373/12306/14230/76293/216725/12842/23794",25
"GO:0010971","GO:0010971","positive regulation of G2/M transition of mitotic cell cycle","6/1061","29/28905",0.000554717142562885,0.0134241548500218,0.0117111943026367,"76843/66993/434175/12534/268697/12532",6
"GO:0046365","GO:0046365","monosaccharide catabolic process","7/1061","40/28905",0.000568275462755152,0.0136821015752121,0.0119362262880526,"74246/16548/18746/14635/56012/11474/26358",7
"GO:0031589","GO:0031589","cell-substrate adhesion","27/1061","369/28905",0.000583359737331816,0.0139739827434967,0.0121908625845831,"12825/329278/17926/16780/14268/50706/329872/22417/20750/100952/231830/109648/19242/57278/23991/244667/12552/19944/12306/16399/245827/16407/12842/78473/11472/16852/11474",27
"GO:0051321","GO:0051321","meiotic cell cycle","26/1061","351/28905",0.000609283804995975,0.0145212640190707,0.0126683092043554,"66977/12316/215387/20878/76464/69928/22417/107995/19362/17345/18817/12447/54427/17218/234396/102632837/22137/12442/21973/11799/60530/268465/72415/67052/74377/12532",26
"GO:0031032","GO:0031032","actomyosin structure organization","19/1061","223/28905",0.000614635748170468,0.0145680351740765,0.0127091122262328,"17926/13007/21956/17868/98932/404710/12373/16765/242702/22417/74376/12391/21955/12797/68743/16669/11472/26934/18175",19
"GO:0048146","GO:0048146","positive regulation of fibroblast proliferation","10/1061","79/28905",0.000617420435434476,0.0145680351740765,0.0127091122262328,"14268/13555/12428/15461/12306/20698/18053/268697/17993/70445",10
"GO:0032963","GO:0032963","collagen metabolic process","13/1061","124/28905",0.000649960091200446,0.0152595107978851,0.0133123535830581,"14268/13038/26561/22417/100952/12843/52377/12833/17390/76293/216725/17534/12842",13
"GO:0046456","GO:0046456","icosanoid biosynthetic process","8/1061","53/28905",0.000656203728738128,0.0153298286926496,0.0133736987133654,"66447/19225/19215/13118/13119/13117/23887/20698",8
